Instance,iteration,violations,cost,Institution,Rank
m28.json,19,0,49640,UGent,29.0
m28.json,20,0,50024,UGent,30.0
m28.json,2,0,53110,Twente,31.0
m28.json,3,0,53333,Twente,32.0
m28.json,8,0,53456,Twente,33.0
m28.json,1,0,53517,Twente,34.0
m28.json,10,0,53559,Twente,35.0
m28.json,9,0,53763,Twente,36.0
m28.json,4,0,53786,Twente,37.0
m28.json,1,0,54296,Ortec,38.0
m28.json,6,0,54464,Twente,39.0
m28.json,9,0,54497,Ortec,40.0
m28.json,2,0,54601,Ortec,41.5
m28.json,4,0,54601,Ortec,41.5
m28.json,3,0,54681,Ortec,43.5
m28.json,5,0,54681,Ortec,43.5
m28.json,6,0,54712,Ortec,45.0
m28.json,7,0,54995,Twente,46.0
m28.json,8,0,55039,Ortec,47.0
m28.json,5,0,55259,Twente,48.0
m28.json,7,0,55300,Ortec,49.0
m28.json,10,0,55378,Ortec,50.0
m29.json,9,0,48082,V777V,1.0
m29.json,5,0,48097,V777V,2.0
m29.json,3,0,48127,V777V,3.0
m29.json,7,0,48152,V777V,4.0
m29.json,1,0,48187,V777V,5.0
m29.json,4,0,48219,V777V,6.0
m29.json,8,0,48228,V777V,7.0
m29.json,2,0,48368,V777V,8.0
m29.json,10,0,48391,V777V,9.0
m29.json,6,0,48420,V777V,10.0
m29.json,6,0,48463,Twente,11.0
m29.json,10,0,48632,Twente,12.0
m29.json,5,0,48679,Twente,13.0
m29.json,9,0,48712,Twente,14.0
m29.json,1,0,48717,Twente,15.5
m29.json,2,0,48717,Twente,15.5
m29.json,3,0,48727,Twente,17.0
m29.json,8,0,48737,Twente,18.0
m29.json,4,0,48747,Twente,19.0
m29.json,7,0,48844,Twente,20.0
m29.json,10,0,49437,SDU,21.0
m29.json,4,0,49453,SDU,22.0
m29.json,1,0,49467,SDU,23.0
m29.json,9,0,49470,SDU,24.0
m29.json,5,0,49480,SDU,25.0
m29.json,6,0,49553,SDU,26.0
m29.json,7,0,49609,SDU,27.0
m29.json,2,0,49632,SDU,28.0
m29.json,3,0,49671,SDU,29.0
m29.json,8,0,49738,SDU,30.0
m29.json,21,0,49835,UGent,31.0
m29.json,23,0,49955,UGent,32.0
m29.json,24,0,50188,UGent,33.0
m29.json,16,0,50305,UGent,34.0
m29.json,17,0,50330,UGent,35.0
m29.json,19,0,50366,UGent,36.0
m29.json,20,0,50399,UGent,37.0
m29.json,18,0,50492,UGent,38.0
m29.json,22,0,50780,UGent,39.0
m29.json,25,0,50958,UGent,40.0
m29.json,1,0,51222,Ortec,42.0
m29.json,4,0,51222,Ortec,42.0
m29.json,8,0,51222,Ortec,42.0
m29.json,2,0,51533,Ortec,47.0
m29.json,3,0,51533,Ortec,47.0
m29.json,5,0,51533,Ortec,47.0
m29.json,6,0,51533,Ortec,47.0
m29.json,7,0,51533,Ortec,47.0
m29.json,9,0,51533,Ortec,47.0
m29.json,10,0,51533,Ortec,47.0
m30.json,3,0,31649,V777V,1.0
m30.json,10,0,31736,V777V,2.0
m30.json,6,0,31817,V777V,3.0
m30.json,8,0,31872,V777V,4.0
m30.json,7,0,32130,V777V,5.0
m30.json,9,0,32185,V777V,6.0
m30.json,5,0,32216,SDU,7.0
m30.json,4,0,32267,V777V,8.0
m30.json,3,0,32298,SDU,9.0
m30.json,1,0,32333,V777V,10.0
m30.json,1,0,32426,SDU,11.0
m30.json,2,0,32437,SDU,12.0
m30.json,7,0,32438,SDU,13.0
m30.json,9,0,32447,SDU,14.0
m30.json,2,0,32586,V777V,15.0
m30.json,5,0,32622,V777V,16.0
m30.json,10,0,32641,SDU,17.0
m30.json,4,0,32668,SDU,18.0
m30.json,6,0,32669,SDU,19.0
m30.json,3,0,32767,Twente,20.0
m30.json,10,0,32826,Twente,21.0
m30.json,8,0,32853,SDU,22.0
m30.json,4,0,32871,Twente,23.0
m30.json,8,0,33086,Twente,24.0
m30.json,2,0,33106,Twente,25.0
m30.json,7,0,33118,Twente,26.0
m30.json,6,0,33158,Twente,27.0
m30.json,5,0,33318,Twente,28.0
m30.json,9,0,33401,Twente,29.0
m30.json,1,0,33445,Twente,30.0
m30.json,16,0,33446,UGent,31.0
m30.json,19,0,33568,UGent,32.0
m30.json,23,0,33699,UGent,33.0
m30.json,21,0,33726,UGent,34.0
m30.json,25,0,33833,UGent,35.0
m30.json,17,0,34162,UGent,36.0
m30.json,22,0,34390,UGent,37.0
m30.json,24,0,34898,UGent,38.0
m30.json,20,0,35391,UGent,39.0
m30.json,18,0,35481,UGent,40.0
m30.json,4,0,41298,Ortec,41.5
m30.json,6,0,41298,Ortec,41.5
m30.json,5,0,41616,Ortec,43.0
m30.json,8,0,44113,Ortec,44.0
m30.json,9,0,44159,Ortec,45.0
m30.json,1,0,44447,Ortec,46.0
m30.json,7,0,44515,Ortec,47.0
m30.json,2,0,44554,Ortec,48.0
m30.json,3,0,44579,Ortec,49.5
m30.json,10,0,44579,Ortec,49.5
